Player,Pk,Height (No Shoes),Height (With Shoes),Wingspan,Standing reach,Vertical (Max),Vertical (Max Reach),Vertical (No Step),Vertical (No Step Reach),Weight,Body Fat,Hand (Length),Hand (Width),Bench,Agility,Sprint,Rk,Year,Tm,Age,Pos,Born,College,From,To,G,MPG,PPG,RPG,APG,SPG,BPG,FG%,2P%,3P%,FT%,WS,WS/48
Cameron Bairstow,49.0,80.75,81.75,84.75,107.0,33.5,140.5,31.0,138.0,252.0,8.7,8.75,9.0,,11.39,3.37,444,2014,CHI,23.206999999999997,F-C,au,New Mexico,2015.0,2016.0,36.0,4.6,1.2,1.0,0.2,0.1,0.1,0.29600000000000004,0.306,0.2,0.846,-0.1,-0.021
Dante Exum,5.0,76.5,78.0,81.5,103.0,34.5,137.5,31.5,134.5,196.0,6.4,8.5,9.5,,10.75,3.19,340,2014,UTA,18.352999999999998,G,au,,2015.0,2019.0,204.0,19.3,5.9,1.8,2.3,0.4,0.2,0.4,0.47700000000000004,0.304,0.77,2.7,0.033
Thanasis Antetokounmpo,51.0,77.25,78.25,84.0,104.5,39.5,144.0,31.5,136.0,205.0,6.1,9.0,9.75,,11.39,3.18,1,2014,NYK,21.348000000000003,F,gr,,2016.0,2020.0,3.0,4.0,2.7,1.0,0.3,0.0,0.0,0.667,0.8,0.0,,0.1,0.304
Semaj Christon,55.0,73.5,75.25,78.5,99.0,36.5,135.5,30.5,129.5,186.0,5.3,8.5,8.25,,11.55,3.32,396,2014,MIA,21.241999999999997,G,us,Xavier,2017.0,2017.0,64.0,15.2,2.9,1.4,2.0,0.4,0.1,0.345,0.406,0.19,0.5479999999999999,0.1,0.006
Devyn Marble,56.0,77.0,78.5,81.0,102.0,35.0,137.0,29.0,131.0,192.0,6.9,8.25,8.5,,11.32,3.28,438,2014,DEN,21.283,G-F,us,Iowa,2015.0,2016.0,44.0,10.4,2.2,1.6,0.7,0.5,0.1,0.304,0.377,0.222,0.375,-0.3,-0.027999999999999997
Jordan McRae,58.0,75.75,77.25,84.5,104.0,34.5,138.5,27.5,131.5,179.0,5.2,8.75,8.5,,11.07,3.39,292,2014,SAS,23.096,G,us,Tennessee,2016.0,2020.0,87.0,10.7,5.0,1.2,0.9,0.3,0.2,0.428,0.461,0.35100000000000003,0.7879999999999999,1.0,0.052000000000000005
Marcus Smart,6.0,74.0,75.25,81.25,99.0,36.0,135.0,33.0,132.0,227.0,10.6,9.0,8.75,,10.82,3.26,199,2014,BOS,20.117,G,us,Oklahoma State,2015.0,2020.0,346.0,28.5,9.3,3.5,3.9,1.5,0.4,0.37200000000000005,0.436,0.311,0.764,16.6,0.081
Cory Jefferson,60.0,79.75,81.0,84.5,105.0,37.5,142.5,33.0,138.0,218.0,5.3,8.75,9.75,,12.63,3.36,236,2014,SAS,23.188000000000002,F,us,Baylor,2015.0,2016.0,58.0,10.0,3.5,2.8,0.3,0.2,0.4,0.444,0.474,0.125,0.583,0.9,0.071
Julius Randle,7.0,79.75,81.0,84.0,105.5,35.5,141.0,29.0,134.5,250.0,9.4,8.75,8.25,,11.45,3.27,151,2014,LAL,19.214000000000002,F-C,us,Kentucky,2015.0,2020.0,318.0,28.6,15.3,8.9,2.8,0.6,0.5,0.5,0.522,0.294,0.72,17.6,0.09300000000000001
Nik Stauskas,8.0,77.25,78.5,79.75,102.0,35.5,137.5,29.0,131.0,207.0,12.1,8.5,8.5,,10.79,3.27,352,2014,SAC,20.267,G,ca,Michigan,2015.0,2019.0,335.0,19.9,6.8,2.1,1.5,0.4,0.2,0.389,0.436,0.353,0.8140000000000001,3.8,0.027999999999999997
Noah Vonleh,9.0,80.0,81.5,88.25,108.0,37.0,145.0,31.0,139.0,247.0,7.3,9.75,11.75,,11.45,3.28,221,2014,CHH,18.311,F,us,Indiana,2015.0,2020.0,304.0,17.6,5.1,5.4,0.8,0.4,0.4,0.456,0.496,0.312,0.6859999999999999,8.6,0.077
Justise Winslow,10.0,76.5,78.5,82.25,104.5,,,,,222.0,5.3,8.5,9.25,,,,277,2015,MIA,19.095,F,us,Duke,2016.0,2020.0,234.0,28.4,9.0,5.4,2.7,1.0,0.4,0.418,0.446,0.342,0.642,7.9,0.057
Myles Turner,11.0,81.75,83.5,88.0,112.0,,,,,239.0,9.3,9.25,9.25,,,,56,2015,IND,19.097,C-F,us,Texas,2016.0,2020.0,284.0,28.1,12.9,6.7,1.2,0.7,2.0,0.495,0.522,0.368,0.7709999999999999,22.5,0.135
Trey Lyles,12.0,81.0,82.25,85.5,108.0,,,,,241.0,12.1,9.25,10.25,,,,222,2015,UTA,19.237000000000002,F,ca,Kentucky,2016.0,2020.0,294.0,17.6,7.5,4.0,1.1,0.4,0.3,0.43,0.496,0.32799999999999996,0.706,8.3,0.077
Devin Booker,13.0,76.5,77.75,80.25,102.5,34.5,137.0,27.5,130.0,206.0,8.3,8.75,9.0,8.0,10.22,3.28,283,2015,PHO,18.242,G,us,Kentucky,2016.0,2020.0,278.0,32.9,21.4,3.5,4.3,0.8,0.3,0.43799999999999994,0.478,0.35600000000000004,0.8540000000000001,10.5,0.055
Cameron Payne,14.0,72.75,73.5,79.25,97.5,35.5,133.0,30.0,127.5,183.0,6.3,8.5,8.25,,10.89,3.28,316,2015,OKC,20.326,G,us,Murray State,2016.0,2019.0,153.0,16.0,6.0,1.8,2.5,0.7,0.2,0.397,0.44299999999999995,0.331,0.775,2.2,0.044000000000000004
Kelly Oubre,15.0,77.75,78.75,86.25,102.5,37.0,139.5,34.5,137.0,203.0,5.7,9.0,8.75,7.0,11.1,3.32,250,2015,ATL,19.203,F,us,Kansas,2016.0,2020.0,298.0,22.2,9.5,3.8,0.8,0.8,0.4,0.426,0.502,0.322,0.782,9.1,0.066
Terry Rozier,16.0,72.75,74.25,80.25,98.5,38.0,136.5,33.0,131.5,190.0,5.6,8.25,8.75,7.0,10.88,3.15,172,2015,BOS,21.105,G,us,Louisville,2016.0,2020.0,278.0,20.2,7.9,3.6,2.4,0.7,0.2,0.382,0.40700000000000003,0.354,0.774,10.2,0.087
Rashad Vaughn,17.0,75.75,77.0,79.0,101.0,34.0,135.0,28.0,129.0,199.0,6.2,8.0,8.5,5.0,11.41,3.21,448,2015,MIL,18.317,G,us,UNLV,2016.0,2018.0,139.0,12.0,3.0,1.1,0.5,0.4,0.2,0.337,0.366,0.313,0.6920000000000001,-0.6,-0.017
Sam Dekker,18.0,79.75,81.0,83.5,106.0,34.5,140.5,25.5,131.5,219.0,7.5,8.5,9.25,5.0,10.71,3.28,195,2015,HOU,21.055,F,us,Wisconsin,2016.0,2019.0,200.0,15.5,5.5,3.0,0.8,0.5,0.2,0.478,0.57,0.28800000000000003,0.606,5.4,0.083
Jerian Grant,19.0,75.25,76.25,79.5,100.0,,,,,198.0,5.6,8.25,8.5,,,,200,2015,WAS,22.264,G,us,Notre Dame,2016.0,2019.0,273.0,18.0,6.1,1.9,2.9,0.7,0.1,0.41200000000000003,0.465,0.324,0.7709999999999999,8.3,0.081
D'Angelo Russell,2.0,75.25,77.0,81.75,102.0,,,,,193.0,8.3,8.75,9.75,,,,324,2015,LAL,19.127,G,us,Ohio State,2016.0,2020.0,277.0,28.5,16.6,3.7,5.1,1.1,0.2,0.418,0.465,0.353,0.76,6.7,0.040999999999999995
Delon Wright,20.0,76.25,77.5,79.5,101.5,31.0,132.5,29.5,131.0,181.0,6.6,8.0,8.5,4.0,11.21,3.29,53,2015,TOR,23.065,G,us,Utah,2016.0,2020.0,204.0,19.4,7.5,2.8,2.8,1.0,0.4,0.451,0.499,0.34,0.7979999999999999,11.3,0.13699999999999998
Justin Anderson,21.0,77.25,78.25,83.75,101.0,43.0,144.0,38.0,139.0,231.0,5.0,8.5,9.5,12.0,11.1,3.22,208,2015,DAL,21.223000000000003,G,us,Virginia,2016.0,2019.0,216.0,13.2,5.3,2.6,0.7,0.4,0.3,0.419,0.523,0.302,0.778,4.7,0.079
Bobby Portis,22.0,81.5,82.5,86.0,108.5,31.5,140.0,25.0,133.5,246.0,8.9,9.5,9.25,5.0,11.71,3.56,185,2015,CHI,20.14,F,us,Arkansas,2016.0,2020.0,256.0,20.4,10.2,6.2,1.1,0.5,0.3,0.457,0.49,0.36,0.7509999999999999,9.2,0.085
Rondae Hollis-Jefferson,23.0,77.5,79.0,86.0,104.0,38.0,142.0,32.0,136.0,211.0,5.0,8.75,9.75,13.0,10.51,3.12,209,2015,POR,20.178,F,us,Arizona,2016.0,2020.0,235.0,23.5,9.9,5.9,2.0,1.0,0.6,0.444,0.46799999999999997,0.223,0.738,9.1,0.079
Tyus Jones,24.0,72.25,74.0,77.0,97.0,32.5,129.5,26.5,123.5,185.0,6.5,8.25,8.75,2.0,11.89,3.32,161,2015,CLE,19.05,G,us,Duke,2016.0,2020.0,252.0,17.8,5.1,1.5,3.4,1.0,0.1,0.41700000000000004,0.46299999999999997,0.327,0.807,8.4,0.09
Jarell Martin,25.0,80.0,81.25,81.75,106.5,34.5,141.0,28.5,135.0,239.0,10.1,8.25,,19.0,11.12,3.27,290,2015,MEM,21.037,F,us,LSU,2016.0,2019.0,184.0,15.9,5.4,3.5,0.6,0.4,0.4,0.434,0.457,0.34600000000000003,0.7659999999999999,3.2,0.053
Larry Nance,27.0,79.5,80.5,85.5,108.0,37.5,145.5,29.0,137.0,227.0,6.4,9.0,9.75,10.0,10.89,3.25,63,2015,LAL,22.18,F-C,us,Wyoming,2016.0,2020.0,265.0,22.9,7.8,6.5,1.7,1.2,0.5,0.536,0.5660000000000001,0.294,0.698,16.6,0.131
R.J. Hunter,28.0,76.5,78.0,82.5,104.0,33.5,137.5,27.5,131.5,185.0,6.0,8.5,8.25,1.0,10.97,3.26,294,2015,BOS,21.249000000000002,G,us,Georgia State University,2016.0,2019.0,45.0,8.8,3.0,1.0,0.4,0.4,0.1,0.371,0.523,0.295,0.818,0.4,0.051
Chris McCullough,29.0,80.25,81.0,87.25,109.0,,,,,199.0,6.2,8.75,8.75,,,,286,2015,BRK,20.145,F,us,Syracuse,2016.0,2018.0,59.0,9.0,3.3,1.9,0.3,0.5,0.3,0.426,0.47,0.306,0.5479999999999999,0.6,0.054000000000000006
Kevon Looney,30.0,80.0,81.25,87.5,110.0,,,,,222.0,11.9,9.5,9.25,,,,18,2015,GSW,19.144000000000002,F-C,us,UCLA,2016.0,2020.0,205.0,14.0,4.5,3.8,1.0,0.5,0.6,0.593,0.609,0.222,0.593,10.3,0.172
Montrezl Harrell,32.0,79.0,79.5,88.25,109.0,,,,,253.0,11.9,9.0,9.75,,,,12,2015,HOU,21.155,F-C,us,Louisville,2016.0,2020.0,262.0,19.4,11.4,4.5,1.3,0.5,0.8,0.633,0.6409999999999999,0.156,0.63,20.3,0.191
Jordan Mickey,33.0,79.0,80.25,87.25,106.0,37.5,143.5,33.0,139.0,238.0,7.2,8.75,9.5,9.0,11.8,3.28,298,2015,BOS,20.355999999999998,F,us,LSU,2016.0,2018.0,64.0,7.5,2.4,2.0,0.3,0.1,0.4,0.449,0.496,0.11800000000000001,0.605,0.5,0.05
Anthony Brown,34.0,77.25,80.5,83.25,104.5,34.5,139.0,27.5,132.0,211.0,6.1,8.5,9.0,4.0,11.06,3.18,450,2015,LAL,22.263,F-G,us,Stanford,2016.0,2018.0,41.0,18.6,3.9,2.5,0.7,0.5,0.1,0.32799999999999996,0.38,0.28600000000000003,0.85,-0.2,-0.016
Rakeem Christmas,36.0,80.25,81.75,89.25,110.5,,,29.0,139.5,243.0,9.6,9.25,,9.0,11.57,3.47,123,2015,MIN,23.212,F,us,Syracuse,2016.0,2017.0,30.0,7.5,2.1,1.9,0.1,0.1,0.2,0.467,0.467,,0.7240000000000001,0.5,0.105
Richaun Holmes,37.0,80.25,81.5,85.5,108.0,36.0,144.0,32.5,140.5,243.0,8.8,8.5,8.5,15.0,11.37,3.32,33,2015,PHI,21.258000000000003,F-C,us,Bowling Green,2016.0,2020.0,233.0,17.1,7.8,4.4,0.9,0.5,0.9,0.57,0.612,0.257,0.706,13.0,0.156
Pat Connaughton,41.0,76.0,77.25,80.75,96.0,44.0,140.0,37.5,133.5,215.0,10.2,8.5,9.25,13.0,10.74,3.2,131,2015,BRK,22.175,G,us,Notre Dame,2016.0,2020.0,221.0,14.9,4.7,2.3,1.2,0.3,0.2,0.43799999999999994,0.5429999999999999,0.349,0.7979999999999999,7.0,0.102
Andrew Harrison,44.0,76.5,77.5,81.0,100.0,33.0,133.0,26.5,126.5,213.0,5.9,8.25,9.25,,11.16,3.34,295,2015,PHO,20.245,G,us,Kentucky,2017.0,2019.0,145.0,20.6,7.0,2.0,2.8,0.7,0.3,0.373,0.42200000000000004,0.294,0.779,3.2,0.051
Norman Powell,46.0,75.0,76.25,82.75,102.5,40.5,143.0,32.5,135.0,215.0,6.4,9.25,9.0,5.0,10.76,3.2,201,2015,MIL,22.035999999999998,G,us,UCLA,2016.0,2020.0,261.0,17.0,7.1,2.2,1.2,0.6,0.2,0.441,0.51,0.34299999999999997,0.8059999999999999,7.4,0.081
Dakari Johnson,48.0,83.0,83.75,86.0,112.0,25.0,137.0,22.5,134.5,265.0,14.9,9.25,10.5,4.0,11.5,3.62,15,2015,OKC,19.281,C,us,Kentucky,2018.0,2018.0,31.0,5.2,1.8,1.1,0.3,0.2,0.3,0.564,0.564,,0.55,0.6,0.17800000000000002
Branden Dawson,56.0,77.5,78.75,83.0,105.0,34.5,139.5,28.5,133.5,230.0,5.8,9.0,8.75,12.0,12.37,3.2,243,2015,NOP,22.149,F,us,Michigan State,2016.0,2016.0,6.0,4.8,0.8,0.7,0.0,0.0,0.2,0.4,0.4,,1.0,0.0,0.069
Willie Cauley-Stein,6.0,83.25,84.5,87.0,111.0,,,,,242.0,6.3,9.5,9.0,,,,87,2015,SAC,21.316,F-C,us,Kentucky,2016.0,2020.0,298.0,24.0,10.1,6.4,1.6,0.9,0.8,0.535,0.537,0.222,0.612,17.6,0.11800000000000001
Stanley Johnson,8.0,77.0,78.5,83.5,102.0,,,,,242.0,7.5,9.0,9.0,,,,357,2015,DET,19.031,F,us,Arizona,2016.0,2020.0,287.0,21.5,6.9,3.4,1.5,0.9,0.2,0.374,0.431,0.293,0.764,3.3,0.026000000000000002
Frank Kaminsky,9.0,83.75,84.75,83.0,109.5,,,,,231.0,9.4,8.5,9.5,,,,191,2015,CHO,22.087,F-C,us,Wisconsin,2016.0,2020.0,288.0,22.2,9.8,4.0,1.6,0.5,0.4,0.418,0.469,0.345,0.763,11.2,0.084
Thon Maker,10.0,83.75,84.75,87.0,110.5,36.5,147.0,32.0,142.5,216.0,6.1,8.75,9.5,,11.15,3.33,210,2016,MIL,19.123,F-C,ss,,2017.0,2020.0,202.0,14.2,4.6,2.8,0.6,0.4,0.7,0.418,0.49,0.32299999999999995,0.674,4.8,0.079
Denzel Valentine,14.0,76.0,77.75,82.75,102.0,32.0,134.0,27.0,129.0,210.0,9.2,8.5,9.75,,10.51,3.46,304,2016,CHI,22.225,G,us,Michigan State,2017.0,2020.0,135.0,22.8,8.0,4.0,2.3,0.7,0.1,0.39899999999999997,0.43200000000000005,0.374,0.754,3.1,0.048
Justin Jackson,15.0,79.0,80.25,82.75,103.5,34.5,138.0,29.5,133.0,193.0,7.6,8.75,8.75,,11.32,3.26,267,2017,POR,22.092,G-F,us,UNC,2018.0,2020.0,155.0,20.6,6.9,2.6,1.1,0.4,0.2,0.447,0.546,0.336,0.769,4.1,0.061
Wade Baldwin,17.0,74.5,76.0,83.25,100.0,38.0,138.0,32.5,132.5,202.0,5.2,9.0,9.75,,10.45,3.19,439,2016,MEM,20.090999999999998,G,us,Vanderbilt,2017.0,2019.0,56.0,10.3,3.1,1.2,1.4,0.4,0.2,0.355,0.38299999999999995,0.25,0.7759999999999999,-0.3,-0.027999999999999997
Henry Ellenson,18.0,82.0,83.5,86.25,108.0,,,,,242.0,11.2,8.5,9.75,,,,362,2016,DET,19.166,F,us,Marquette,2017.0,2019.0,76.0,9.7,4.3,2.5,0.6,0.2,0.0,0.377,0.395,0.353,0.774,0.3,0.022000000000000002
Malik Beasley,19.0,75.5,76.5,79.0,100.5,,,,,190.0,6.9,8.5,9.0,,,,170,2016,DEN,19.214000000000002,G,us,Florida State,2017.0,2020.0,171.0,16.0,7.3,1.7,0.8,0.5,0.1,0.456,0.527,0.39,0.795,5.0,0.08800000000000001
Caris LeVert,20.0,77.75,79.0,82.0,101.0,,,,,191.0,7.6,8.5,9.25,,,,257,2016,IND,21.308000000000003,G-F,us,Michigan,2017.0,2020.0,174.0,25.0,11.4,3.6,3.4,1.0,0.3,0.43799999999999994,0.498,0.32899999999999996,0.706,5.8,0.064
Malachi Richardson,22.0,76.75,78.25,84.0,101.5,38.0,139.5,33.0,134.5,200.0,7.0,8.75,10.0,,10.56,3.33,456,2016,CHO,20.175,G,us,Syracuse,2017.0,2019.0,70.0,8.9,2.8,1.0,0.3,0.2,0.0,0.358,0.415,0.301,0.7829999999999999,-0.1,-0.009000000000000001
Brice Johnson,25.0,81.0,82.5,84.5,106.5,38.0,144.5,33.5,140.0,209.0,7.5,9.0,8.25,,11.88,3.2,264,2016,LAC,22.002,F,us,UNC,2017.0,2018.0,21.0,5.1,2.2,1.6,0.1,0.5,0.3,0.449,0.45799999999999996,0.0,0.6,0.1,0.062
Caleb Swanigan,26.0,79.5,80.5,87.5,107.0,29.0,136.0,26.0,133.0,247.0,12.6,9.0,10.25,,12.8,,433,2017,POR,20.07,F,us,Purdue,2018.0,2020.0,52.0,7.3,2.1,2.3,0.5,0.2,0.1,0.374,0.41,0.133,0.655,-0.3,-0.034
Pascal Siakam,27.0,80.25,81.5,87.25,107.5,36.5,144.0,30.5,138.0,227.0,5.2,9.25,10.0,,11.25,3.41,42,2016,TOR,22.088,F,cm,New Mexico State,2017.0,2020.0,222.0,23.8,10.5,5.2,2.0,0.7,0.6,0.528,0.5870000000000001,0.319,0.757,16.3,0.14800000000000002
Jaylen Brown,3.0,77.25,78.75,83.75,102.5,,,,,223.0,5.1,8.75,9.0,,,,202,2016,BOS,19.247,F-G,us,Cal,2017.0,2020.0,225.0,24.4,11.3,4.0,1.3,0.8,0.4,0.46299999999999997,0.518,0.364,0.6579999999999999,9.3,0.081
Damian Jones,30.0,82.25,83.5,87.75,107.0,37.0,144.0,36.0,143.0,244.0,6.6,8.75,10.5,,11.35,3.2,57,2016,GSW,20.364,F-C,us,Vanderbilt,2017.0,2020.0,53.0,11.8,3.5,2.2,0.6,0.3,0.6,0.647,0.644,1.0,0.589,1.8,0.135
Josh Hart,30.0,76.0,77.5,80.5,99.5,38.5,138.0,29.5,129.0,204.0,5.8,8.5,9.25,,11.15,3.2,186,2017,UTA,22.114,G,us,Villanova,2018.0,2020.0,136.0,24.6,8.1,4.1,1.3,0.9,0.4,0.43700000000000006,0.532,0.364,0.713,5.9,0.085
Deyonta Davis,31.0,81.25,82.5,86.5,108.5,,,,,237.0,9.7,9.0,9.25,,,,64,2016,BOS,19.208,C-F,us,Michigan State,2017.0,2019.0,107.0,12.1,4.2,3.2,0.4,0.2,0.6,0.599,0.601,0.0,0.635,3.6,0.131
Cheick Diallo,33.0,79.5,81.0,88.5,107.5,35.0,142.5,31.0,138.5,219.0,5.6,8.5,9.75,,11.24,3.26,49,2016,LAC,19.288,F,ml,Kansas,2017.0,2020.0,136.0,12.4,5.4,4.5,0.4,0.3,0.4,0.5870000000000001,0.589,0.25,0.75,5.0,0.142
Tyler Ulis,34.0,68.75,70.0,74.0,88.5,38.0,126.5,32.5,121.0,149.0,5.2,7.5,7.5,,10.8,3.2,391,2016,PHO,20.175,G,us,Kentucky,2017.0,2019.0,133.0,20.9,7.5,1.7,4.0,0.9,0.1,0.40299999999999997,0.439,0.28,0.8079999999999999,0.5,0.008
Malcolm Brogdon,36.0,75.75,77.5,82.5,98.0,35.5,133.5,30.5,128.5,223.0,5.4,9.0,10.25,,10.77,3.31,72,2016,MIL,23.2,G,us,Virginia,2017.0,2020.0,193.0,28.2,13.1,3.6,3.8,0.9,0.2,0.483,0.519,0.405,0.902,14.5,0.127
Chinanu Onuaku,37.0,81.0,82.0,86.75,108.5,33.5,142.0,27.5,136.0,245.0,8.6,9.0,8.0,,11.65,3.5,320,2016,HOU,19.239,F-C,us,Louisville,2017.0,2018.0,6.0,12.3,3.0,2.3,0.7,0.5,0.2,0.583,0.583,,1.0,0.1,0.043
Patrick McCaw,38.0,77.25,78.75,82.0,100.5,38.0,138.5,30.0,130.5,181.0,4.7,8.75,8.75,,11.01,3.3,278,2016,MIL,20.247,G,us,UNLV,2017.0,2020.0,159.0,15.5,3.7,1.5,1.2,0.6,0.2,0.42200000000000004,0.516,0.299,0.784,2.9,0.057
Diamond Stone,40.0,81.0,82.25,86.75,108.5,29.5,138.0,27.0,135.5,254.0,12.9,8.5,7.75,,12.02,3.5,409,2016,NOP,19.137999999999998,C,us,Maryland,2017.0,2017.0,7.0,3.4,1.4,0.9,0.0,0.0,0.1,0.231,0.231,,1.0,-0.1,-0.21100000000000002
Stephen Zimmerman,41.0,82.25,83.75,87.25,108.5,31.0,139.5,26.0,134.5,234.0,11.2,9.0,9.0,,12.08,3.43,463,2016,ORL,19.292,C,us,UNLV,2017.0,2017.0,19.0,5.7,1.2,1.8,0.2,0.1,0.3,0.32299999999999995,0.32299999999999995,,0.6,0.0,-0.005
Isaiah Whitehead,42.0,75.25,76.5,80.75,100.0,35.5,135.5,27.5,127.5,210.0,9.3,8.5,8.75,,11.65,3.34,440,2016,UTA,21.113000000000003,G,us,Seton Hall,2017.0,2018.0,89.0,20.5,7.2,2.4,2.4,0.6,0.4,0.41100000000000003,0.452,0.305,0.7879999999999999,-0.9,-0.025
Zhou Qi,43.0,85.25,86.25,91.75,112.5,32.0,144.5,31.5,144.0,218.0,4.9,9.25,9.5,,11.27,3.46,418,2016,HOU,20.164,F-C,cn,,2018.0,2019.0,19.0,6.6,1.3,1.2,0.1,0.1,0.7,0.212,0.35700000000000004,0.105,0.667,-0.2,-0.09300000000000001
Demetrius Jackson,45.0,72.0,73.25,77.5,93.0,43.5,136.5,37.5,130.5,194.0,6.5,8.25,9.0,,10.81,3.25,173,2016,BOS,21.295,G,us,Notre Dame,2017.0,2019.0,26.0,5.2,1.8,0.7,0.7,0.3,0.0,0.486,0.609,0.28600000000000003,0.667,0.2,0.087
Jake Layman,47.0,80.0,81.25,81.25,102.0,39.5,141.5,33.0,135.0,209.0,7.1,8.25,9.25,,11.35,3.24,233,2016,ORL,22.114,F,us,Maryland,2017.0,2020.0,146.0,12.7,4.8,1.8,0.5,0.3,0.3,0.455,0.574,0.309,0.713,2.8,0.073
Michael Gbinije,49.0,77.5,78.75,79.5,101.0,37.5,138.5,33.5,134.5,205.0,5.4,8.0,9.0,,11.0,3.12,410,2016,DET,24.024,G,us,Syracuse,2017.0,2017.0,9.0,3.6,0.4,0.3,0.2,0.0,0.0,0.1,0.16699999999999998,0.0,1.0,-0.1,-0.136
Kris Dunn,5.0,75.0,76.25,81.5,100.0,,,,,,,,,,,,372,2016,MIN,22.103,G,us,Providence,2017.0,2020.0,183.0,24.0,8.4,3.2,4.3,1.4,0.5,0.415,0.442,0.312,0.718,1.7,0.018000000000000002
Georges Niang,50.0,78.75,80.5,82.0,103.0,31.0,134.0,25.0,128.0,231.0,10.1,9.25,9.25,,11.64,3.49,211,2016,IND,23.011999999999997,F,us,Iowa State,2017.0,2020.0,97.0,7.2,3.0,1.2,0.5,0.2,0.1,0.44,0.532,0.364,0.8440000000000001,1.1,0.079
Ben Bentil,51.0,79.25,80.25,85.5,105.0,33.0,138.0,29.0,134.0,229.0,9.7,9.5,10.0,,11.16,3.3,404,2016,BOS,21.092,F,gh,Providence,2017.0,2017.0,3.0,3.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,-0.1,-0.473
Joel Bolomboy,52.0,79.5,81.0,85.75,103.5,40.5,144.0,37.5,141.0,224.0,5.2,9.0,10.25,,10.26,3.17,61,2016,UTA,22.151999999999997,F,ua,Weber State,2017.0,2018.0,18.0,5.1,1.7,1.5,0.1,0.2,0.1,0.545,0.647,0.2,0.5,0.3,0.132
Kay Felder,54.0,68.25,69.5,74.5,88.5,44.0,132.5,35.5,124.0,177.0,5.8,8.25,8.5,,11.52,3.15,429,2016,ATL,21.092,G,us,Oakland,2017.0,2018.0,58.0,9.1,3.8,1.0,1.3,0.4,0.1,0.364,0.385,0.268,0.754,-0.4,-0.040999999999999995
Marcus Paige,55.0,72.5,73.75,78.25,97.0,39.5,136.5,33.5,130.5,164.0,4.3,7.75,8.75,,10.82,3.15,461,2016,BRK,22.291,G,us,UNC,2018.0,2018.0,5.0,5.6,2.4,0.8,0.6,0.0,0.0,0.28600000000000003,0.33299999999999996,0.25,1.0,0.0,-0.006
Daniel Hamilton,56.0,78.25,80.0,81.0,103.5,29.0,132.5,26.0,129.5,197.0,6.0,9.0,8.5,,11.48,3.4,402,2016,DEN,20.325,G-F,us,UConn,2018.0,2019.0,25.0,9.3,2.8,2.1,1.2,0.3,0.0,0.39399999999999996,0.419,0.35700000000000004,0.5,0.0,0.0
Jaron Blossomgame,59.0,78.25,79.25,82.0,102.0,41.0,143.0,35.0,137.0,214.0,5.3,8.5,10.0,,11.53,3.2,347,2017,SAS,23.285,F,us,Clemson,2019.0,2019.0,27.0,16.3,4.2,3.6,0.5,0.3,0.3,0.44299999999999995,0.552,0.256,0.769,0.3,0.03
Buddy Hield,6.0,75.75,77.0,81.25,101.0,,,,,212.0,6.1,8.5,9.0,,,,237,2016,NOP,23.194000000000003,G,bs,Oklahoma,2017.0,2020.0,251.0,26.9,15.0,4.0,2.0,0.7,0.3,0.445,0.47,0.41700000000000004,0.872,9.9,0.071
Marquese Chriss,8.0,80.75,82.0,84.25,105.0,38.5,143.5,32.5,137.5,233.0,8.5,9.0,9.0,,11.93,3.26,349,2016,SAC,18.361,F,us,Washington,2017.0,2020.0,202.0,19.0,7.5,4.5,0.9,0.7,0.8,0.429,0.509,0.29600000000000004,0.634,2.3,0.028999999999999998
Zach Collins,10.0,82.25,84.0,85.0,111.0,,,,,232.0,8.9,8.75,9.25,,,,238,2017,SAC,19.22,C-F,us,Gonzaga,2018.0,2020.0,146.0,17.0,5.7,3.8,0.9,0.3,0.7,0.442,0.503,0.324,0.73,3.7,0.071
Luke Kennard,12.0,76.5,77.5,77.25,98.5,,,,,196.0,6.6,8.0,8.75,,,,168,2017,DET,21.003,G,us,Duke,2018.0,2020.0,143.0,21.8,9.0,2.6,1.8,0.5,0.2,0.441,0.473,0.406,0.856,5.8,0.08900000000000001
Donovan Mitchell,13.0,73.25,75.0,82.0,97.0,40.5,137.5,36.5,133.5,211.0,5.9,8.5,9.5,,11.53,3.01,132,2017,DEN,20.293,G,us,Louisville,2018.0,2020.0,163.0,33.6,22.2,4.0,3.9,1.5,0.4,0.43799999999999994,0.486,0.353,0.804,11.7,0.102
Bam Adebayo,14.0,80.75,81.75,86.75,108.0,38.5,146.5,33.5,141.5,243.0,5.2,9.5,8.75,,11.94,3.24,24,2017,MIA,19.344,C-F,us,Kentucky,2018.0,2020.0,157.0,22.1,8.2,6.6,2.0,0.7,0.7,0.551,0.563,0.154,0.722,12.0,0.166
Justin Patton,16.0,82.0,83.25,87.0,111.5,30.5,142.0,26.0,137.5,229.0,7.8,8.75,9.75,,11.8,3.46,449,2017,CHI,20.012999999999998,C,us,Creighton,2018.0,2020.0,5.0,6.2,1.4,1.6,0.6,0.6,0.0,0.273,0.375,0.0,0.5,0.0,-0.017
